"{{{16, 8}, {15, 3}}}","{{{16, 8}, {15, 2}}, {{16, 8}, {15, 4}}}","{{{15, 6}, {16, 4}}, {{15, 8}, {16, 4}}}","{{{16, 7}, {14, 1}}, {{16, 7}, {14, 3}}, {{16, 7}, {14, 4}}, {{16, 7}, {15, 2}}, {{16, 7}, {15, 4}}}"
"{{{16, 8}, {15, 7}}}","{{{16, 8}, {15, 6}}}",{},"{{{16, 7}, {14, 5}}, {{16, 7}, {14, 8}}, {{16, 7}, {15, 8}}}"
{},"{{{16, 12}, {3, 2}}, {{16, 12}, {3, 4}}}",{},"{{{16, 11}, {2, 1}}, {{16, 11}, {2, 3}}, {{16, 11}, {2, 4}}, {{16, 11}, {3, 4}}}"
"{{{16, 12}, {7, 3}}, {{16, 12}, {8, 4}}}","{{{16, 12}, {7, 2}}, {{16, 12}, {7, 4}}, {{16, 12}, {8, 3}}}","{{{15, 10}, {8, 4}}, {{15, 12}, {8, 4}}, {{16, 11}, {8, 4}}}","{{{16, 11}, {6, 1}}, {{16, 11}, {6, 3}}, {{16, 11}, {6, 4}}, {{16, 11}, {7, 2}}, {{16, 11}, {7, 4}}, {{16, 11}, {8, 2}}, {{16, 11}, {8, 3}}}"
{},"{{{16, 12}, {7, 6}}, {{16, 12}, {7, 8}}}",{},"{{{16, 11}, {6, 5}}, {{16, 11}, {6, 7}}, {{16, 11}, {6, 8}}, {{16, 11}, {7, 8}}}"
"{{{16, 12}, {11, 3}}}","{{{16, 12}, {11, 2}}, {{16, 12}, {11, 4}}}","{{{15, 10}, {12, 4}}, {{16, 11}, {12, 4}}}","{{{16, 11}, {10, 1}}, {{16, 11}, {10, 3}}, {{16, 11}, {10, 4}}, {{16, 11}, {12, 2}}, {{16, 11}, {12, 3}}}"
"{{{16, 12}, {11, 7}}}","{{{16, 12}, {11, 6}}, {{16, 12}, {11, 8}}}","{{{15, 10}, {12, 8}}, {{16, 11}, {12, 8}}}","{{{16, 11}, {10, 5}}, {{16, 11}, {10, 7}}, {{16, 11}, {10, 8}}, {{16, 11}, {12, 6}}, {{16, 11}, {12, 7}}}"
{},"{{{16, 12}, {11, 10}}}",{},"{{{16, 11}, {10, 9}}, {{16, 11}, {10, 12}}}"
"{{{16, 12}, {15, 3}}}","{{{16, 12}, {15, 2}}, {{16, 12}, {15, 4}}}","{{{15, 10}, {16, 4}}, {{15, 12}, {16, 4}}}","{{{16, 11}, {14, 1}}, {{16, 11}, {14, 3}}, {{16, 11}, {14, 4}}, {{16, 11}, {15, 2}}, {{16, 11}, {15, 4}}}"
"{{{16, 12}, {15, 7}}}","{{{16, 12}, {15, 6}}, {{16, 12}, {15, 8}}}","{{{15, 10}, {16, 8}}, {{15, 12}, {16, 8}}}","{{{16, 11}, {14, 5}}, {{16, 11}, {14, 7}}, {{16, 11}, {14, 8}}, {{16, 11}, {15, 6}}, {{16, 11}, {15, 8}}}"
"{{{16, 12}, {15, 11}}}","{{{16, 12}, {15, 10}}}",{},"{{{16, 11}, {14, 9}}, {{16, 11}, {14, 12}}, {{16, 11}, {15, 12}}}"
{},{},{},"{{{16, 15}, {2, 1}}, {{16, 15}, {2, 4}}, {{16, 15}, {3, 4}}}"
{},{},"{{{15, 14}, {8, 4}}, {{15, 16}, {8, 4}}}","{{{14, 13}, {8, 3}}, {{14, 15}, {8, 3}}, {{14, 16}, {8, 3}}, {{15, 16}, {8, 3}}}"
{},{},{},"{{{16, 15}, {6, 5}}, {{16, 15}, {6, 8}}, {{16, 15}, {7, 8}}}"
{},{},"{{{15, 14}, {12, 4}}, {{15, 16}, {12, 4}}}","{{{14, 13}, {12, 3}}, {{14, 15}, {12, 3}}, {{14, 16}, {12, 3}}, {{15, 16}, {12, 3}}}"
{},{},"{{{15, 14}, {12, 8}}, {{15, 16}, {12, 8}}}","{{{14, 13}, {12, 7}}, {{14, 15}, {12, 7}}, {{14, 16}, {12, 7}}, {{15, 16}, {12, 7}}}"
{},{},{},"{{{16, 15}, {10, 9}}, {{16, 15}, {10, 12}}, {{16, 15}, {11, 12}}}"
{},{},"{{{15, 14}, {16, 4}}}","{{{14, 13}, {16, 3}}, {{14, 15}, {16, 3}}}"
{},{},"{{{15, 14}, {16, 8}}}","{{{14, 13}, {16, 7}}, {{14, 15}, {16, 7}}}"
{},{},"{{{15, 14}, {16, 12}}}","{{{14, 13}, {16, 11}}, {{14, 15}, {16, 11}}}"
{},{},{},"{{{16, 15}, {14, 13}}}"
{},"{{{20, 4}, {3, 2}}}",{},"{{{20, 3}, {2, 1}}, {{20, 3}, {2, 4}}}"
"{{{20, 4}, {7, 3}}}","{{{20, 4}, {7, 2}}, {{20, 4}, {8, 3}}}","{{{19, 2}, {8, 4}}, {{20, 3}, {8, 4}}}","{{{20, 3}, {6, 1}}, {{20, 3}, {6, 4}}, {{20, 3}, {7, 2}}, {{20, 3}, {7, 4}}, {{20, 3}, {8, 2}}}"
{},"{{{20, 4}, {7, 6}}, {{20, 4}, {7, 8}}}",{},"{{{20, 3}, {6, 5}}, {{20, 3}, {6, 7}}, {{20, 3}, {6, 8}}, {{20, 3}, {7, 8}}}"
"{{{20, 4}, {11, 3}}}","{{{20, 4}, {11, 2}}, {{20, 4}, {12, 3}}}","{{{19, 2}, {12, 4}}, {{20, 3}, {12, 4}}}","{{{20, 3}, {10, 1}}, {{20, 3}, {10, 4}}, {{20, 3}, {11, 2}}, {{20, 3}, {11, 4}}, {{20, 3}, {12, 2}}}"
"{{{20, 4}, {11, 7}}, {{20, 4}, {12, 8}}}","{{{20, 4}, {11, 6}}, {{20, 4}, {11, 8}}, {{20, 4}, {12, 7}}}","{{{19, 2}, {12, 8}}, {{19, 4}, {12, 8}}, {{20, 3}, {12, 8}}}","{{{20, 3}, {10, 5}}, {{20, 3}, {10, 7}}, {{20, 3}, {10, 8}}, {{20, 3}, {11, 6}}, {{20, 3}, {11, 8}}, {{20, 3}, {12, 6}}, {{20, 3}, {12, 7}}}"
{},"{{{20, 4}, {11, 10}}, {{20, 4}, {11, 12}}}",{},"{{{20, 3}, {10, 9}}, {{20, 3}, {10, 11}}, {{20, 3}, {10, 12}}, {{20, 3}, {11, 12}}}"
"{{{20, 4}, {15, 3}}}","{{{20, 4}, {15, 2}}, {{20, 4}, {16, 3}}}","{{{19, 2}, {16, 4}}, {{20, 3}, {16, 4}}}","{{{20, 3}, {14, 1}}, {{20, 3}, {14, 4}}, {{20, 3}, {15, 2}}, {{20, 3}, {15, 4}}, {{20, 3}, {16, 2}}}"
"{{{20, 4}, {15, 7}}, {{20, 4}, {16, 8}}}","{{{20, 4}, {15, 6}}, {{20, 4}, {15, 8}}, {{20, 4}, {16, 7}}}","{{{19, 2}, {16, 8}}, {{19, 4}, {16, 8}}, {{20, 3}, {16, 8}}}","{{{20, 3}, {14, 5}}, {{20, 3}, {14, 7}}, {{20, 3}, {14, 8}}, {{20, 3}, {15, 6}}, {{20, 3}, {15, 8}}, {{20, 3}, {16, 6}}, {{20, 3}, {16, 7}}}"
"{{{20, 4}, {15, 11}}, {{20, 4}, {16, 12}}}","{{{20, 4}, {15, 10}}, {{20, 4}, {15, 12}}, {{20, 4}, {16, 11}}}","{{{19, 2}, {16, 12}}, {{19, 4}, {16, 12}}, {{20, 3}, {16, 12}}}","{{{20, 3}, {14, 9}}, {{20, 3}, {14, 11}}, {{20, 3}, {14, 12}}, {{20, 3}, {15, 10}}, {{20, 3}, {15, 12}}, {{20, 3}, {16, 10}}, {{20, 3}, {16, 11}}}"
{},"{{{20, 4}, {15, 14}}, {{20, 4}, {15, 16}}}",{},"{{{20, 3}, {14, 13}}, {{20, 3}, {14, 15}}, {{20, 3}, {14, 16}}, {{20, 3}, {15, 16}}}"
"{{{20, 4}, {19, 3}}}","{{{20, 4}, {19, 2}}}",{},"{{{20, 3}, {18, 1}}, {{20, 3}, {18, 4}}, {{20, 3}, {19, 4}}}"
{},"{{{20, 8}, {3, 2}}, {{20, 8}, {3, 4}}}",{},"{{{20, 7}, {2, 1}}, {{20, 7}, {2, 3}}, {{20, 7}, {2, 4}}, {{20, 7}, {3, 4}}}"
"{{{20, 8}, {7, 3}}}","{{{20, 8}, {7, 2}}, {{20, 8}, {7, 4}}}","{{{19, 6}, {8, 4}}, {{20, 7}, {8, 4}}}","{{{20, 7}, {6, 1}}, {{20, 7}, {6, 3}}, {{20, 7}, {6, 4}}, {{20, 7}, {8, 2}}, {{20, 7}, {8, 3}}}"
{},"{{{20, 8}, {7, 6}}}",{},"{{{20, 7}, {6, 5}}, {{20, 7}, {6, 8}}}"
"{{{20, 8}, {11, 3}}, {{20, 8}, {12, 4}}}","{{{20, 8}, {11, 2}}, {{20, 8}, {11, 4}}, {{20, 8}, {12, 3}}}","{{{19, 6}, {12, 4}}, {{19, 8}, {12, 4}}, {{20, 7}, {12, 4}}}","{{{20, 7}, {10, 1}}, {{20, 7}, {10, 3}}, {{20, 7}, {10, 4}}, {{20, 7}, {11, 2}}, {{20, 7}, {11, 4}}, {{20, 7}, {12, 2}}, {{20, 7}, {12, 3}}}"
"{{{20, 8}, {11, 7}}}","{{{20, 8}, {11, 6}}, {{20, 8}, {12, 7}}}","{{{19, 6}, {12, 8}}, {{20, 7}, {12, 8}}}","{{{20, 7}, {10, 5}}, {{20, 7}, {10, 8}}, {{20, 7}, {11, 6}}, {{20, 7}, {11, 8}}, {{20, 7}, {12, 6}}}"
{},"{{{20, 8}, {11, 10}}, {{20, 8}, {11, 12}}}",{},"{{{20, 7}, {10, 9}}, {{20, 7}, {10, 11}}, {{20, 7}, {10, 12}}, {{20, 7}, {11, 12}}}"
"{{{20, 8}, {15, 3}}, {{20, 8}, {16, 4}}}","{{{20, 8}, {15, 2}}, {{20, 8}, {15, 4}}, {{20, 8}, {16, 3}}}","{{{19, 6}, {16, 4}}, {{19, 8}, {16, 4}}, {{20, 7}, {16, 4}}}","{{{20, 7}, {14, 1}}, {{20, 7}, {14, 3}}, {{20, 7}, {14, 4}}, {{20, 7}, {15, 2}}, {{20, 7}, {15, 4}}, {{20, 7}, {16, 2}}, {{20, 7}, {16, 3}}}"
"{{{20, 8}, {15, 7}}}","{{{20, 8}, {15, 6}}, {{20, 8}, {16, 7}}}","{{{19, 6}, {16, 8}}, {{20, 7}, {16, 8}}}","{{{20, 7}, {14, 5}}, {{20, 7}, {14, 8}}, {{20, 7}, {15, 6}}, {{20, 7}, {15, 8}}, {{20, 7}, {16, 6}}}"
"{{{20, 8}, {15, 11}}, {{20, 8}, {16, 12}}}","{{{20, 8}, {15, 10}}, {{20, 8}, {15, 12}}, {{20, 8}, {16, 11}}}","{{{19, 6}, {16, 12}}, {{19, 8}, {16, 12}}, {{20, 7}, {16, 12}}}","{{{20, 7}, {14, 9}}, {{20, 7}, {14, 11}}, {{20, 7}, {14, 12}}, {{20, 7}, {15, 10}}, {{20, 7}, {15, 12}}, {{20, 7}, {16, 10}}, {{20, 7}, {16, 11}}}"
{},"{{{20, 8}, {15, 14}}, {{20, 8}, {15, 16}}}",{},"{{{20, 7}, {14, 13}}, {{20, 7}, {14, 15}}, {{20, 7}, {14, 16}}, {{20, 7}, {15, 16}}}"
"{{{20, 8}, {19, 3}}}","{{{20, 8}, {19, 2}}, {{20, 8}, {19, 4}}}","{{{19, 6}, {20, 4}}, {{19, 8}, {20, 4}}}","{{{20, 7}, {18, 1}}, {{20, 7}, {18, 3}}, {{20, 7}, {18, 4}}, {{20, 7}, {19, 2}}, {{20, 7}, {19, 4}}}"
"{{{20, 8}, {19, 7}}}","{{{20, 8}, {19, 6}}}",{},"{{{20, 7}, {18, 5}}, {{20, 7}, {18, 8}}, {{20, 7}, {19, 8}}}"
{},"{{{20, 12}, {3, 2}}, {{20, 12}, {3, 4}}}",{},"{{{20, 11}, {2, 1}}, {{20, 11}, {2, 3}}, {{20, 11}, {2, 4}}, {{20, 11}, {3, 4}}}"
"{{{20, 12}, {7, 3}}, {{20, 12}, {8, 4}}}","{{{20, 12}, {7, 2}}, {{20, 12}, {7, 4}}, {{20, 12}, {8, 3}}}","{{{19, 10}, {8, 4}}, {{19, 12}, {8, 4}}, {{20, 11}, {8, 4}}}","{{{20, 11}, {6, 1}}, {{20, 11}, {6, 3}}, {{20, 11}, {6, 4}}, {{20, 11}, {7, 2}}, {{20, 11}, {7, 4}}, {{20, 11}, {8, 2}}, {{20, 11}, {8, 3}}}"
{},"{{{20, 12}, {7, 6}}, {{20, 12}, {7, 8}}}",{},"{{{20, 11}, {6, 5}}, {{20, 11}, {6, 7}}, {{20, 11}, {6, 8}}, {{20, 11}, {7, 8}}}"
"{{{20, 12}, {11, 3}}}","{{{20, 12}, {11, 2}}, {{20, 12}, {11, 4}}}","{{{19, 10}, {12, 4}}, {{20, 11}, {12, 4}}}","{{{20, 11}, {10, 1}}, {{20, 11}, {10, 3}}, {{20, 11}, {10, 4}}, {{20, 11}, {12, 2}}, {{20, 11}, {12, 3}}}"
"{{{20, 12}, {11, 7}}}","{{{20, 12}, {11, 6}}, {{20, 12}, {11, 8}}}","{{{19, 10}, {12, 8}}, {{20, 11}, {12, 8}}}","{{{20, 11}, {10, 5}}, {{20, 11}, {10, 7}}, {{20, 11}, {10, 8}}, {{20, 11}, {12, 6}}, {{20, 11}, {12, 7}}}"
{},"{{{20, 12}, {11, 10}}}",{},"{{{20, 11}, {10, 9}}, {{20, 11}, {10, 12}}}"
"{{{20, 12}, {15, 3}}, {{20, 12}, {16, 4}}}","{{{20, 12}, {15, 2}}, {{20, 12}, {15, 4}}, {{20, 12}, {16, 3}}}","{{{19, 10}, {16, 4}}, {{19, 12}, {16, 4}}, {{20, 11}, {16, 4}}}","{{{20, 11}, {14, 1}}, {{20, 11}, {14, 3}}, {{20, 11}, {14, 4}}, {{20, 11}, {15, 2}}, {{20, 11}, {15, 4}}, {{20, 11}, {16, 2}}, {{20, 11}, {16, 3}}}"
"{{{20, 12}, {15, 7}}, {{20, 12}, {16, 8}}}","{{{20, 12}, {15, 6}}, {{20, 12}, {15, 8}}, {{20, 12}, {16, 7}}}","{{{19, 10}, {16, 8}}, {{19, 12}, {16, 8}}, {{20, 11}, {16, 8}}}","{{{20, 11}, {14, 5}}, {{20, 11}, {14, 7}}, {{20, 11}, {14, 8}}, {{20, 11}, {15, 6}}, {{20, 11}, {15, 8}}, {{20, 11}, {16, 6}}, {{20, 11}, {16, 7}}}"
"{{{20, 12}, {15, 11}}}","{{{20, 12}, {15, 10}}, {{20, 12}, {16, 11}}}","{{{19, 10}, {16, 12}}, {{20, 11}, {16, 12}}}","{{{20, 11}, {14, 9}}, {{20, 11}, {14, 12}}, {{20, 11}, {15, 10}}, {{20, 11}, {15, 12}}, {{20, 11}, {16, 10}}}"
{},"{{{20, 12}, {15, 14}}, {{20, 12}, {15, 16}}}",{},"{{{20, 11}, {14, 13}}, {{20, 11}, {14, 15}}, {{20, 11}, {14, 16}}, {{20, 11}, {15, 16}}}"
"{{{20, 12}, {19, 3}}}","{{{20, 12}, {19, 2}}, {{20, 12}, {19, 4}}}","{{{19, 10}, {20, 4}}, {{19, 12}, {20, 4}}}","{{{20, 11}, {18, 1}}, {{20, 11}, {18, 3}}, {{20, 11}, {18, 4}}, {{20, 11}, {19, 2}}, {{20, 11}, {19, 4}}}"
"{{{20, 12}, {19, 7}}}","{{{20, 12}, {19, 6}}, {{20, 12}, {19, 8}}}","{{{19, 10}, {20, 8}}, {{19, 12}, {20, 8}}}","{{{20, 11}, {18, 5}}, {{20, 11}, {18, 7}}, {{20, 11}, {18, 8}}, {{20, 11}, {19, 6}}, {{20, 11}, {19, 8}}}"
"{{{20, 12}, {19, 11}}}","{{{20, 12}, {19, 10}}}",{},"{{{20, 11}, {18, 9}}, {{20, 11}, {18, 12}}, {{20, 11}, {19, 12}}}"
{},"{{{20, 16}, {3, 2}}, {{20, 16}, {3, 4}}}",{},"{{{20, 15}, {2, 1}}, {{20, 15}, {2, 3}}, {{20, 15}, {2, 4}}, {{20, 15}, {3, 4}}}"
"{{{20, 16}, {7, 3}}, {{20, 16}, {8, 4}}}","{{{20, 16}, {7, 2}}, {{20, 16}, {7, 4}}, {{20, 16}, {8, 3}}}","{{{19, 14}, {8, 4}}, {{19, 16}, {8, 4}}, {{20, 15}, {8, 4}}}","{{{20, 15}, {6, 1}}, {{20, 15}, {6, 3}}, {{20, 15}, {6, 4}}, {{20, 15}, {7, 2}}, {{20, 15}, {7, 4}}, {{20, 15}, {8, 2}}, {{20, 15}, {8, 3}}}"
{},"{{{20, 16}, {7, 6}}, {{20, 16}, {7, 8}}}",{},"{{{20, 15}, {6, 5}}, {{20, 15}, {6, 7}}, {{20, 15}, {6, 8}}, {{20, 15}, {7, 8}}}"
"{{{20, 16}, {11, 3}}, {{20, 16}, {12, 4}}}","{{{20, 16}, {11, 2}}, {{20, 16}, {11, 4}}, {{20, 16}, {12, 3}}}","{{{19, 14}, {12, 4}}, {{19, 16}, {12, 4}}, {{20, 15}, {12, 4}}}","{{{20, 15}, {10, 1}}, {{20, 15}, {10, 3}}, {{20, 15}, {10, 4}}, {{20, 15}, {11, 2}}, {{20, 15}, {11, 4}}, {{20, 15}, {12, 2}}, {{20, 15}, {12, 3}}}"
"{{{20, 16}, {11, 7}}, {{20, 16}, {12, 8}}}","{{{20, 16}, {11, 6}}, {{20, 16}, {11, 8}}, {{20, 16}, {12, 7}}}","{{{19, 14}, {12, 8}}, {{19, 16}, {12, 8}}, {{20, 15}, {12, 8}}}","{{{20, 15}, {10, 5}}, {{20, 15}, {10, 7}}, {{20, 15}, {10, 8}}, {{20, 15}, {11, 6}}, {{20, 15}, {11, 8}}, {{20, 15}, {12, 6}}, {{20, 15}, {12, 7}}}"
{},"{{{20, 16}, {11, 10}}, {{20, 16}, {11, 12}}}",{},"{{{20, 15}, {10, 9}}, {{20, 15}, {10, 11}}, {{20, 15}, {10, 12}}, {{20, 15}, {11, 12}}}"
"{{{20, 16}, {15, 3}}}","{{{20, 16}, {15, 2}}, {{20, 16}, {15, 4}}}","{{{19, 14}, {16, 4}}, {{20, 15}, {16, 4}}}","{{{20, 15}, {14, 1}}, {{20, 15}, {14, 3}}, {{20, 15}, {14, 4}}, {{20, 15}, {16, 2}}, {{20, 15}, {16, 3}}}"
"{{{20, 16}, {15, 7}}}","{{{20, 16}, {15, 6}}, {{20, 16}, {15, 8}}}","{{{19, 14}, {16, 8}}, {{20, 15}, {16, 8}}}","{{{20, 15}, {14, 5}}, {{20, 15}, {14, 7}}, {{20, 15}, {14, 8}}, {{20, 15}, {16, 6}}, {{20, 15}, {16, 7}}}"
"{{{20, 16}, {15, 11}}}","{{{20, 16}, {15, 10}}, {{20, 16}, {15, 12}}}","{{{19, 14}, {16, 12}}, {{20, 15}, {16, 12}}}","{{{20, 15}, {14, 9}}, {{20, 15}, {14, 11}}, {{20, 15}, {14, 12}}, {{20, 15}, {16, 10}}, {{20, 15}, {16, 11}}}"
{},"{{{20, 16}, {15, 14}}}",{},"{{{20, 15}, {14, 13}}, {{20, 15}, {14, 16}}}"
"{{{20, 16}, {19, 3}}}","{{{20, 16}, {19, 2}}, {{20, 16}, {19, 4}}}","{{{19, 14}, {20, 4}}, {{19, 16}, {20, 4}}}","{{{20, 15}, {18, 1}}, {{20, 15}, {18, 3}}, {{20, 15}, {18, 4}}, {{20, 15}, {19, 2}}, {{20, 15}, {19, 4}}}"
"{{{20, 16}, {19, 7}}}","{{{20, 16}, {19, 6}}, {{20, 16}, {19, 8}}}","{{{19, 14}, {20, 8}}, {{19, 16}, {20, 8}}}","{{{20, 15}, {18, 5}}, {{20, 15}, {18, 7}}, {{20, 15}, {18, 8}}, {{20, 15}, {19, 6}}, {{20, 15}, {19, 8}}}"
"{{{20, 16}, {19, 11}}}","{{{20, 16}, {19, 10}}, {{20, 16}, {19, 12}}}","{{{19, 14}, {20, 12}}, {{19, 16}, {20, 12}}}","{{{20, 15}, {18, 9}}, {{20, 15}, {18, 11}}, {{20, 15}, {18, 12}}, {{20, 15}, {19, 10}}, {{20, 15}, {19, 12}}}"
"{{{20, 16}, {19, 15}}}","{{{20, 16}, {19, 14}}}",{},"{{{20, 15}, {18, 13}}, {{20, 15}, {18, 16}}, {{20, 15}, {19, 16}}}"
{},{},{},"{{{20, 19}, {2, 1}}, {{20, 19}, {2, 4}}, {{20, 19}, {3, 4}}}"
{},{},"{{{19, 18}, {8, 4}}, {{19, 20}, {8, 4}}}","{{{18, 17}, {8, 3}}, {{18, 19}, {8, 3}}, {{18, 20}, {8, 3}}, {{19, 20}, {8, 3}}}"
{},{},{},"{{{20, 19}, {6, 5}}, {{20, 19}, {6, 8}}, {{20, 19}, {7, 8}}}"
